Emotion,Factor,Scenario,PANAS_Response
Anxiety,Self-Imposed Pressure,Imagine you are in the following situation: You must perform well during the sports competition.,"1. Interested: 5
2. Distressed: 3
3. Excited: 5
4. Upset: 2
5. Strong: 4
6. Guilty: 1
7. Scared: 4
8. Hostile: 2
9. Enthusiastic: 5
10. Proud: 3
11. Irritable: 3
12. Alert: 5
13. Ashamed: 1
14. Inspired: 4
15. Nervous: 5
16. Determined: 5
17. Attentive: 5
18. Jittery: 4
19. Active: 4
20. Afraid: 4

Based on the PANAS questionnaire, I am feeling excited, enthusiastic, determined, alert, nervous, and afraid about the sports competition. I am also feeling a moderate level of distress, irritability, and jitteriness. I am not feeling guilty, ashamed, hostile, or proud at this moment."
Anxiety,Self-Imposed Pressure,Imagine you are in the following situation: You knew that you would have to make a difficult decision at some point.,"1. 1
2. 2
3. 3
4. 4
5. 1
6. 1
7. 4
8. 1
9. 4
10. 1
11. 3
12. 4
13. 4
14. 4
15. 4
16. 5
17. 5
18. 3
19. 4
20. 4

I am feeling slightly interested, distressed, excited, upset, and strong. I am feeling slightly guilty, scared, hostile, enthusiastic, proud, irritable, alert, ashamed, inspired, nervous, determined, attentive, jittery, active, and afraid. These feelings are moderate to high, reflecting the anticipation of a difficult decision."
Anxiety,Self-Imposed Pressure,"Imagine you are in the following situation: If you are not completely successful in negotiating, the deal may fall through.","1. Interested: 3
2. Distressed: 4
3. Excited: 4
4. Upset: 4
5. Strong: 3
6. Guilty: 1
7. Scared: 4
8. Hostile: 2
9. Enthusiastic: 4
10. Proud: 2
11. Irritable: 3
12. Alert: 4
13. Ashamed: 1
14. Inspired: 3
15. Nervous: 5
16. Determined: 5
17. Attentive: 4
18. Jittery: 4
19. Active: 4
20. Afraid: 4

This is a self-assessment of my emotional state in the given situation. I am feeling distressed, excited, upset, and nervous about the negotiation. I am also alert, determined, and attentive, which may help me in the negotiation process. However, I am also feeling scared and jittery, which could potentially impact my performance. I am not feeling particularly interested, proud, guilty, hostile, ashamed, irritable, inspired, or active in this situation."
Anxiety,Self-Imposed Pressure,Imagine you are in the following situation: You are anxious about giving a public speech.,"1. Interested: 1
2. Distressed: 5
3. Excited: 4
4. Upset: 4
5. Strong: 2
6. Guilty: 1
7. Scared: 5
8. Hostile: 1
9. Enthusiastic: 4
10. Proud: 1
11. Irritable: 3
12. Alert: 4
13. Ashamed: 2
14. Inspired: 1
15. Nervous: 5
16. Determined: 3
17. Attentive: 4
18. Jittery: 5
19. Active: 3
20. Afraid: 5

Based on the PANAS questionnaire, it appears that you are experiencing high levels of distress, nervousness, and fear, as well as moderate levels of excitement, irritability, and alertness. You are also experiencing some levels of upset, scared, and jittery feelings. However, you are not feeling very interested, proud, inspired, or determined at this moment."
Anxiety,Self-Imposed Pressure,Imagine you are in the following situation: You want to run away from the conflict in your family.,"1. Interested: 1
2. Distressed: 5
3. Excited: 4
4. Upset: 5
5. Strong: 3
6. Guilty: 4
7. Scared: 5
8. Hostile: 3
9. Enthusiastic: 4
10. Proud: 2
11. Irritable: 4
12. Alert: 4
13. Ashamed: 4
14. Inspired: 2
15. Nervous: 5
16. Determined: 4
17. Attentive: 4
18. Jittery: 4
19. Active: 4
20. Afraid: 5

Based on the PANAS questionnaire, it appears that you are experiencing high levels of distress, upset, scared, and nervousness. You are also feeling a moderate level of excitement, interested, and determined. Lower levels of enthusiasm, pride, and inspiration are present, while irritability, guilt, and hostility are somewhat elevated. It seems that the desire to run away from family conflict is causing significant emotional distress."
Anxiety,Self-Imposed Pressure,Imagine you are in the following situation: You regret not double-checking the address before leaving for an important job interview.,"1. Interested: 1
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 4
7. Scared: 3
8. Hostile: 1
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 2
12. Alert: 3
13. Ashamed: 4
14. Inspired: 1
15. Nervous: 5
16. Determined: 4
17. Attentive: 3
18. Jittery: 4
19. Active: 3
20. Afraid: 3

Based on the PANAS questionnaire, I am currently feeling distressed, upset, guilty, nervous, and afraid due to the situation you described. I am also feeling alert, attentive, and active as I am trying to find a solution to the problem. I am not feeling particularly interested, excited, proud, inspired, hostile, irritable, ashamed, or determined at this moment."
Anxiety,Self-Imposed Pressure,Imagine you are in the following situation: You are afraid of others thinking poorly of your fashion choices.,"1. Interested: 1
2. Distressed: 4
3. Excited: 2
4. Upset: 4
5. Strong: 1
6. Guilty: 3
7. Scared: 5
8. Hostile: 1
9. Enthusiastic: 2
10. Proud: 2
11. Irritable: 3
12. Alert: 3
13. Ashamed: 5
14. Inspired: 1
15. Nervous: 5
16. Determined: 2
17. Attentive: 3
18. Jittery: 4
19. Active: 3
20. Afraid: 5

Based on the PANAS questionnaire, it appears that you are currently experiencing high levels of distress, upset, scared, nervous, ashamed, and afraid due to your fear of others thinking poorly of your fashion choices. On the other hand, you are also experiencing some excitement and enthusiasm. It might be helpful to explore these feelings further to understand them better and find ways to manage them."
Anxiety,Self-Imposed Pressure,Imagine you are in the following situation: You are having an argument with a friend,"1. Interested: 2
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 2
6. Guilty: 1
7. Scared: 3
8. Hostile: 3
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 4
12. Alert: 4
13. Ashamed: 1
14. Inspired: 2
15. Nervous: 4
16. Determined: 3
17. Attentive: 4
18. Jittery: 3
19. Active: 3
20. Afraid: 3

This is a self-assessment of how I might feel in the given situation. The numbers represent the intensity of each emotion on a scale of 1 to 5, with 1 being very slightly or not at all, and 5 being extremely."
Anxiety,Self-Imposed Pressure,"Imagine you are in the following situation: Student Room: The third environment, created for students, alludes to both academic difficulties and social isolation. You find yourself in your room, having to study for upcoming exams. Scattered unpaid bills are visible, suggesting financial difficulties. You hear voices coming from the hall, talking about a student who is failing out of the program. From another room, you hear your roommates planning a party to which you are not invited, and it might further disrupt your study time.","1. Interested: 1
2. Distressed: 4
3. Excited: 2
4. Upset: 4
5. Strong: 3
6. Guilty: 2
7. Scared: 4
8. Hostile: 2
9. Enthusiastic: 2
10. Proud: 1
11. Irritable: 4
12. Alert: 3
13. Ashamed: 3
14. Inspired: 1
15. Nervous: 4
16. Determined: 4
17. Attentive: 3
18. Jittery: 3
19. Active: 3
20. Afraid: 4

Based on the PANAS questionnaire, it appears that you are feeling distressed, upset, scared, and irritable in this situation. You are also feeling alert, attentive, and active, which may indicate a desire to focus on your studies despite the challenging circumstances. However, the high levels of distress, upset, scared, and irritable suggest that this situation is causing significant emotional discomfort. It may be helpful to explore coping strategies or seek support to manage these feelings."
Anxiety,Self-Imposed Pressure,"Imagine you are in the following situation: When you have a test: Picture yourself sitting in a classroom, facing a challenging test that covers a significant portion of the course material. The pressure to perform well, the anticipation of the questions, and the need to recall and apply knowledge within a limited time frame can create anxiety and nervousness.","1. Interested: 1
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 1
6. Guilty: 1
7. Scared: 5
8. Hostile: 1
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 2
12. Alert: 4
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 5
16. Determined: 4
17. Attentive: 4
18. Jittery: 4
19. Active: 3
20. Afraid: 5

In this situation, I would rate myself as follows:

1. Interested: I am not particularly interested in the test, as it is not a subject of personal interest.
2. Distressed: I feel distressed due to the pressure to perform well and the anticipation of the questions.
3. Excited: I feel a sense of excitement as I am eager to demonstrate my knowledge.
4. Upset: I feel upset due to the pressure and the possibility of making mistakes.
5. Strong: I do not feel particularly strong or weak.
6."
Anxiety,Self-Imposed Pressure,"Imagine you are in the following situation: When you think you might make a mistake: Imagine being in a situation where there is a possibility of making a mistake with potentially significant consequences. It could be performing a delicate surgical procedure, handling a fragile object, or making a critical decision that affects others. The fear of failure and the weight of responsibility can lead to heightened stress and caution.","1. Interested: 1
2. Distressed: 4
3. Excited: 3
4. Upset: 4
5. Strong: 1
6. Guilty: 1
7. Scared: 5
8. Hostile: 1
9. Enthusiastic: 3
10. Proud: 1
11. Irritable: 2
12. Alert: 4
13. Ashamed: 1
14. Inspired: 1
15. Nervous: 5
16. Determined: 4
17. Attentive: 4
18. Jittery: 4
19. Active: 3
20. Afraid: 5

In this situation, I would rate myself as:
- Distressed: 4 (I am aware of the potential consequences of my actions and the fear of making a mistake can cause stress)
- Excited: 3 (I am motivated to perform well and achieve a successful outcome)
- Upset: 4 (I may feel anxious or worried about the potential for error)
- Scared: 5 (I am concerned about the potential negative outcomes of my actions)
- Determined: 4 (I am focused and committed to completing the task to the best"
Anxiety,Self-Imposed Pressure,"Imagine you are in the following situation: When you have to start a new activity: Visualize joining a new club, starting a new job, or participating in a new sport or hobby for the first time. You are stepping into unfamiliar territory, meeting new people, and learning new skills. The combination of excitement, nervousness, and the need to adapt quickly to the new environment creates a mix of emotions.","1. Interested: 5
2. Distressed: 3
3. Excited: 5
4. Upset: 2
5. Strong: 2
6. Guilty: 1
7. Scared: 4
8. Hostile: 1
9. Enthusiastic: 5
10. Proud: 3
11. Irritable: 2
12. Alert: 5
13. Ashamed: 1
14. Inspired: 4
15. Nervous: 5
16. Determined: 5
17. Attentive: 5
18. Jittery: 4
19. Active: 4
20. Afraid: 4

This is a self-assessment of how I might feel in the given situation. The numbers represent the intensity of each emotion on a scale of 1 to 5, with 1 being very slightly or not at all, and 5 being extremely."
Anxiety,Self-Imposed Pressure,"Imagine you are in the following situation: When you volunteer to answer questions in class: Picture yourself in a classroom setting, where the teacher poses a question to the entire class, and you choose to raise your hand and volunteer to answer. The spotlight turns to you, and all eyes shift in your direction, waiting for your response. The mixture of anticipation, potential scrutiny, and the opportunity to contribute to the discussion can create a mix of excitement and nervousness.","1. Interested: 4
2. Distressed: 2
3. Excited: 4
4. Upset: 2
5. Strong: 2
6. Guilty: 1
7. Scared: 3
8. Hostile: 1
9. Enthusiastic: 4
10. Proud: 3
11. Irritable: 2
12. Alert: 4
13. Ashamed: 1
14. Inspired: 3
15. Nervous: 4
16. Determined: 4
17. Attentive: 5
18. Jittery: 3
19. Active: 3
20. Afraid: 3

In this situation, I would feel a mix of excitement, interest, and nervousness, with a moderate level of alertness and attentiveness. I might also feel a bit scared or afraid due to the potential for scrutiny and the opportunity to contribute to the discussion. However, I would not feel distressed, upset, guilty, ashamed, hostile, irritable, or proud, as these emotions are not typically associated with the scenario described. Additionally, I would not feel strong, determined, enthusiastic, inspired, active, or jittery to a significant degree."
Anxiety,Personal Growth and Relationships,Imagine you are in the following situation: You have control over how you react to criticism from others.,"1. 1
2. 2
3. 3
4. 4
5. 1
6. 1
7. 1
8. 1
9. 5
10. 5
11. 3
12. 4
13. 2
14. 5
15. 4
16. 5
17. 5
18. 3
19. 5
20. 2

In this situation, I feel slightly interested, distressed, excited, upset, and slightly irritable. I feel no guilt, fear, hostility, or shame. I feel enthusiastic, proud, and determined. I am attentive and active. I feel a little nervous and jittery. I am not afraid."
Anxiety,Personal Growth and Relationships,Imagine you are in the following situation: You believe you can change the dynamics of a strained relationship.,"1. 5 (Extremely)
2. 4 (Upset)
3. 5 (Extremely)
4. 4 (Upset)
5. 3 (Slightly)
6. 2 (Very slightly or not at all)
7. 3 (Slightly)
8. 2 (Very slightly or not at all)
9. 5 (Extremely)
10. 4 (Upset)
11. 4 (Upset)
12. 4 (Upset)
13. 4 (Upset)
14. 5 (Extremely)
15. 4 (Upset)
16. 5 (Extremely)
17. 5 (Extremely)
18. 3 (Slightly)
19. 5 (Extremely)
20. 4 (Upset)
21. 4 (Upset)
22. 4 (Upset)
23. 4 (Upset)
24. 4 (Upset)
25. 4 (Upset)
26. 4 (Upset)
27. 4 (Upset)
28. 4 (Upset)
29. 4 (Upset)
3"
Anxiety,Personal Growth and Relationships,Imagine you are in the following situation: You can make something productive out of your free time.,"1. Interested: 5
2. Distressed: 1
3. Excited: 4
4. Upset: 1
5. Strong: 1
6. Guilty: 1
7. Scared: 1
8. Hostile: 1
9. Enthusiastic: 5
10. Proud: 1
11. Irritable: 1
12. Alert: 5
13. Ashamed: 1
14. Inspired: 5
15. Nervous: 2
16. Determined: 5
17. Attentive: 5
18. Jittery: 1
19. Active: 5
20. Afraid: 1

Based on the PANAS questionnaire, I am currently feeling:
- Interested: 5 (Extremely)
- Distressed: 1 (Very slightly or not at all)
- Excited: 4 (Moderately)
- Upset: 1 (Very slightly or not at all)
- Strong: 1 (Very slightly or not at all)
- Guilty: 1 (Very slightly or not at all)
- Scared: 1 (Very slightly or not at all)
- Hostile: 1 ("
Anxiety,Personal Growth and Relationships,Imagine you are in the following situation: You are not sure if you will get a promotion at work.,"1. Interested: 3
2. Distressed: 4
3. Excited: 4
4. Upset: 4
5. Strong: 2
6. Guilty: 1
7. Scared: 4
8. Hostile: 1
9. Enthusiastic: 4
10. Proud: 2
11. Irritable: 3
12. Alert: 4
13. Ashamed: 1
14. Inspired: 3
15. Nervous: 5
16. Determined: 4
17. Attentive: 4
18. Jittery: 4
19. Active: 3
20. Afraid: 4

Based on the PANAS questionnaire, it appears that you are experiencing a mix of emotions related to the uncertainty of the promotion. You are feeling distressed, upset, excited, and nervous about the situation. Additionally, you are feeling alert, attentive, and determined to secure the promotion. However, you are also feeling scared and afraid of the potential outcome. It's important to remember that it's okay to feel these emotions and to take care of yourself during this time."
